subject,filename,onset_frame,apex_frame,offset_frame,onset_frame_path,apex_frame_path,offset_frame_path,optical_flow_path
sub0583,sub0583_03,0,118,241,dfme_testA/sub0583_03/00000.png,dfme_testA/sub0583_03/00118.png,dfme_testA/sub0583_03/00241.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00033.jpg
sub0583,sub0583_04,26,130,238,dfme_testA/sub0583_04/00026.png,dfme_testA/sub0583_04/00130.png,dfme_testA/sub0583_04/00238.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00034.jpg
sub0583,sub0583_05,0,97,199,dfme_testA/sub0583_05/00000.png,dfme_testA/sub0583_05/00097.png,dfme_testA/sub0583_05/00199.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00035.jpg
sub0583,sub0583_06,0,81,166,dfme_testA/sub0583_06/00000.png,dfme_testA/sub0583_06/00081.png,dfme_testA/sub0583_06/00166.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00036.jpg
sub0583,sub0583_07,0,96,196,dfme_testA/sub0583_07/00000.png,dfme_testA/sub0583_07/00096.png,dfme_testA/sub0583_07/00196.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00037.jpg
sub0583,sub0583_08,19,131,247,dfme_testA/sub0583_08/00019.png,dfme_testA/sub0583_08/00131.png,dfme_testA/sub0583_08/00247.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00038.jpg
sub0583,sub0583_09,15,130,249,dfme_testA/sub0583_09/00015.png,dfme_testA/sub0583_09/00130.png,dfme_testA/sub0583_09/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00039.jpg
sub0583,sub0583_10,0,89,183,dfme_testA/sub0583_10/00000.png,dfme_testA/sub0583_10/00089.png,dfme_testA/sub0583_10/00183.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00040.jpg
sub0583,sub0583_11,0,62,129,dfme_testA/sub0583_11/00000.png,dfme_testA/sub0583_11/00062.png,dfme_testA/sub0583_11/00129.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00041.jpg
sub0583,sub0583_12,5,125,249,dfme_testA/sub0583_12/00005.png,dfme_testA/sub0583_12/00125.png,dfme_testA/sub0583_12/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00042.jpg
sub0583,sub0583_13,220,337,459,dfme_testA/sub0583_13/00220.png,dfme_testA/sub0583_13/00337.png,dfme_testA/sub0583_13/00459.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00043.jpg
sub0583,sub0583_14,21,133,249,dfme_testA/sub0583_14/00021.png,dfme_testA/sub0583_14/00133.png,dfme_testA/sub0583_14/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00044.jpg
sub0587,sub0587_01,0,88,181,dfme_testA/sub0587_01/00000.png,dfme_testA/sub0587_01/00088.png,dfme_testA/sub0587_01/00181.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00045.jpg
sub0587,sub0587_02,56,141,230,dfme_testA/sub0587_02/00056.png,dfme_testA/sub0587_02/00141.png,dfme_testA/sub0587_02/00230.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00046.jpg
sub0587,sub0587_03,14,125,241,dfme_testA/sub0587_03/00014.png,dfme_testA/sub0587_03/00125.png,dfme_testA/sub0587_03/00241.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00047.jpg
sub0587,sub0587_04,73,159,249,dfme_testA/sub0587_04/00073.png,dfme_testA/sub0587_04/00159.png,dfme_testA/sub0587_04/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00048.jpg
sub0587,sub0587_05,0,110,225,dfme_testA/sub0587_05/00000.png,dfme_testA/sub0587_05/00110.png,dfme_testA/sub0587_05/00225.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00049.jpg
sub0587,sub0587_06,0,90,185,dfme_testA/sub0587_06/00000.png,dfme_testA/sub0587_06/00090.png,dfme_testA/sub0587_06/00185.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00050.jpg
sub0587,sub0587_07,36,77,123,dfme_testA/sub0587_07/00036.png,dfme_testA/sub0587_07/00077.png,dfme_testA/sub0587_07/00123.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00051.jpg
sub0587,sub0587_08,0,122,249,dfme_testA/sub0587_08/00000.png,dfme_testA/sub0587_08/00122.png,dfme_testA/sub0587_08/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00052.jpg
sub0587,sub0587_09,0,67,138,dfme_testA/sub0587_09/00000.png,dfme_testA/sub0587_09/00067.png,dfme_testA/sub0587_09/00138.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00053.jpg
sub0587,sub0587_10,0,101,206,dfme_testA/sub0587_10/00000.png,dfme_testA/sub0587_10/00101.png,dfme_testA/sub0587_10/00206.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00054.jpg
sub0587,sub0587_11,149,223,301,dfme_testA/sub0587_11/00149.png,dfme_testA/sub0587_11/00223.png,dfme_testA/sub0587_11/00301.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00055.jpg
sub0587,sub0587_12,0,68,141,dfme_testA/sub0587_12/00000.png,dfme_testA/sub0587_12/00068.png,dfme_testA/sub0587_12/00141.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00056.jpg
sub0587,sub0587_13,0,110,224,dfme_testA/sub0587_13/00000.png,dfme_testA/sub0587_13/00110.png,dfme_testA/sub0587_13/00224.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00057.jpg
sub0587,sub0587_14,0,67,138,dfme_testA/sub0587_14/00000.png,dfme_testA/sub0587_14/00067.png,dfme_testA/sub0587_14/00138.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00058.jpg
sub0587,sub0587_15,21,115,213,dfme_testA/sub0587_15/00021.png,dfme_testA/sub0587_15/00115.png,dfme_testA/sub0587_15/00213.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00059.jpg
sub0587,sub0587_16,0,109,222,dfme_testA/sub0587_16/00000.png,dfme_testA/sub0587_16/00109.png,dfme_testA/sub0587_16/00222.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00060.jpg
sub0587,sub0587_17,0,78,161,dfme_testA/sub0587_17/00000.png,dfme_testA/sub0587_17/00078.png,dfme_testA/sub0587_17/00161.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00061.jpg
sub0587,sub0587_18,0,105,215,dfme_testA/sub0587_18/00000.png,dfme_testA/sub0587_18/00105.png,dfme_testA/sub0587_18/00215.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00062.jpg
sub0587,sub0587_19,0,108,221,dfme_testA/sub0587_19/00000.png,dfme_testA/sub0587_19/00108.png,dfme_testA/sub0587_19/00221.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00063.jpg
sub0587,sub0587_20,0,108,220,dfme_testA/sub0587_20/00000.png,dfme_testA/sub0587_20/00108.png,dfme_testA/sub0587_20/00220.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00064.jpg
sub0587,sub0587_21,26,135,248,dfme_testA/sub0587_21/00026.png,dfme_testA/sub0587_21/00135.png,dfme_testA/sub0587_21/00248.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00065.jpg
sub0587,sub0587_22,0,58,121,dfme_testA/sub0587_22/00000.png,dfme_testA/sub0587_22/00058.png,dfme_testA/sub0587_22/00121.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00066.jpg
sub0587,sub0587_23,0,97,198,dfme_testA/sub0587_23/00000.png,dfme_testA/sub0587_23/00097.png,dfme_testA/sub0587_23/00198.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00067.jpg
sub0587,sub0587_24,14,126,243,dfme_testA/sub0587_24/00014.png,dfme_testA/sub0587_24/00126.png,dfme_testA/sub0587_24/00243.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00068.jpg
sub0587,sub0587_25,0,94,192,dfme_testA/sub0587_25/00000.png,dfme_testA/sub0587_25/00094.png,dfme_testA/sub0587_25/00192.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00069.jpg
sub0587,sub0587_26,0,101,207,dfme_testA/sub0587_26/00000.png,dfme_testA/sub0587_26/00101.png,dfme_testA/sub0587_26/00207.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00070.jpg
sub0587,sub0587_27,0,76,157,dfme_testA/sub0587_27/00000.png,dfme_testA/sub0587_27/00076.png,dfme_testA/sub0587_27/00157.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00071.jpg
sub0587,sub0587_28,0,91,187,dfme_testA/sub0587_28/00000.png,dfme_testA/sub0587_28/00091.png,dfme_testA/sub0587_28/00187.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00072.jpg
sub0587,sub0587_29,0,76,156,dfme_testA/sub0587_29/00000.png,dfme_testA/sub0587_29/00076.png,dfme_testA/sub0587_29/00156.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00073.jpg
sub0587,sub0587_30,0,97,199,dfme_testA/sub0587_30/00000.png,dfme_testA/sub0587_30/00097.png,dfme_testA/sub0587_30/00199.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00074.jpg
sub0587,sub0587_31,0,122,249,dfme_testA/sub0587_31/00000.png,dfme_testA/sub0587_31/00122.png,dfme_testA/sub0587_31/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00075.jpg
sub0587,sub0587_32,0,60,124,dfme_testA/sub0587_32/00000.png,dfme_testA/sub0587_32/00060.png,dfme_testA/sub0587_32/00124.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00076.jpg
sub0587,sub0587_33,0,116,237,dfme_testA/sub0587_33/00000.png,dfme_testA/sub0587_33/00116.png,dfme_testA/sub0587_33/00237.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00077.jpg
sub0587,sub0587_34,14,130,251,dfme_testA/sub0587_34/00014.png,dfme_testA/sub0587_34/00130.png,dfme_testA/sub0587_34/00251.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00078.jpg
sub0587,sub0587_35,0,109,222,dfme_testA/sub0587_35/00000.png,dfme_testA/sub0587_35/00109.png,dfme_testA/sub0587_35/00222.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00079.jpg
sub0587,sub0587_36,0,104,213,dfme_testA/sub0587_36/00000.png,dfme_testA/sub0587_36/00104.png,dfme_testA/sub0587_36/00213.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00080.jpg
sub0587,sub0587_37,122,177,236,dfme_testA/sub0587_37/00122.png,dfme_testA/sub0587_37/00177.png,dfme_testA/sub0587_37/00236.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00081.jpg
sub0587,sub0587_38,0,118,240,dfme_testA/sub0587_38/00000.png,dfme_testA/sub0587_38/00118.png,dfme_testA/sub0587_38/00240.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00082.jpg
sub0587,sub0587_39,0,114,233,dfme_testA/sub0587_39/00000.png,dfme_testA/sub0587_39/00114.png,dfme_testA/sub0587_39/00233.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00083.jpg
sub0587,sub0587_40,0,111,227,dfme_testA/sub0587_40/00000.png,dfme_testA/sub0587_40/00111.png,dfme_testA/sub0587_40/00227.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00084.jpg
sub0587,sub0587_41,70,157,249,dfme_testA/sub0587_41/00070.png,dfme_testA/sub0587_41/00157.png,dfme_testA/sub0587_41/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00085.jpg
sub0587,sub0587_42,0,110,225,dfme_testA/sub0587_42/00000.png,dfme_testA/sub0587_42/00110.png,dfme_testA/sub0587_42/00225.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00086.jpg
sub0587,sub0587_43,0,67,138,dfme_testA/sub0587_43/00000.png,dfme_testA/sub0587_43/00067.png,dfme_testA/sub0587_43/00138.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00087.jpg
sub0587,sub0587_44,0,80,165,dfme_testA/sub0587_44/00000.png,dfme_testA/sub0587_44/00080.png,dfme_testA/sub0587_44/00165.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00088.jpg
sub0587,sub0587_45,0,121,247,dfme_testA/sub0587_45/00000.png,dfme_testA/sub0587_45/00121.png,dfme_testA/sub0587_45/00247.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00089.jpg
sub0587,sub0587_46,0,84,172,dfme_testA/sub0587_46/00000.png,dfme_testA/sub0587_46/00084.png,dfme_testA/sub0587_46/00172.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00090.jpg
sub0587,sub0587_47,0,122,249,dfme_testA/sub0587_47/00000.png,dfme_testA/sub0587_47/00122.png,dfme_testA/sub0587_47/00249.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00091.jpg
sub0588,sub0588_01,0,108,221,dfme_testA/sub0588_01/00000.png,dfme_testA/sub0588_01/00108.png,dfme_testA/sub0588_01/00221.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00092.jpg
sub0588,sub0588_02,0,103,211,dfme_testA/sub0588_02/00000.png,dfme_testA/sub0588_02/00103.png,dfme_testA/sub0588_02/00211.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00093.jpg
sub0588,sub0588_03,0,114,232,dfme_testA/sub0588_03/00000.png,dfme_testA/sub0588_03/00114.png,dfme_testA/sub0588_03/00232.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00094.jpg
sub0588,sub0588_04,0,116,236,dfme_testA/sub0588_04/00000.png,dfme_testA/sub0588_04/00116.png,dfme_testA/sub0588_04/00236.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00095.jpg
sub0588,sub0588_05,0,103,210,dfme_testA/sub0588_05/00000.png,dfme_testA/sub0588_05/00103.png,dfme_testA/sub0588_05/00210.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00096.jpg
sub0588,sub0588_06,26,123,224,dfme_testA/sub0588_06/00026.png,dfme_testA/sub0588_06/00123.png,dfme_testA/sub0588_06/00224.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00097.jpg
sub0588,sub0588_07,26,127,233,dfme_testA/sub0588_07/00026.png,dfme_testA/sub0588_07/00127.png,dfme_testA/sub0588_07/00233.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00098.jpg
sub0588,sub0588_08,14,92,175,dfme_testA/sub0588_08/00014.png,dfme_testA/sub0588_08/00092.png,dfme_testA/sub0588_08/00175.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00099.jpg
sub0588,sub0588_09,0,116,236,dfme_testA/sub0588_09/00000.png,dfme_testA/sub0588_09/00116.png,dfme_testA/sub0588_09/00236.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00100.jpg
sub0589,sub0589_01,0,111,226,dfme_testA/sub0589_01/00000.png,dfme_testA/sub0589_01/00111.png,dfme_testA/sub0589_01/00226.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00101.jpg
sub0589,sub0589_02,0,111,227,dfme_testA/sub0589_02/00000.png,dfme_testA/sub0589_02/00111.png,dfme_testA/sub0589_02/00227.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00102.jpg
sub0589,sub0589_03,0,92,188,dfme_testA/sub0589_03/00000.png,dfme_testA/sub0589_03/00092.png,dfme_testA/sub0589_03/00188.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00103.jpg
sub0589,sub0589_04,0,114,232,dfme_testA/sub0589_04/00000.png,dfme_testA/sub0589_04/00114.png,dfme_testA/sub0589_04/00232.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00104.jpg
sub0589,sub0589_05,0,88,181,dfme_testA/sub0589_05/00000.png,dfme_testA/sub0589_05/00088.png,dfme_testA/sub0589_05/00181.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00105.jpg
sub0589,sub0589_06,0,54,112,dfme_testA/sub0589_06/00000.png,dfme_testA/sub0589_06/00054.png,dfme_testA/sub0589_06/00112.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00106.jpg
sub0589,sub0589_07,0,47,98,dfme_testA/sub0589_07/00000.png,dfme_testA/sub0589_07/00047.png,dfme_testA/sub0589_07/00098.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00107.jpg
sub0589,sub0589_08,0,100,204,dfme_testA/sub0589_08/00000.png,dfme_testA/sub0589_08/00100.png,dfme_testA/sub0589_08/00204.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00108.jpg
sub0589,sub0589_09,16,123,234,dfme_testA/sub0589_09/00016.png,dfme_testA/sub0589_09/00123.png,dfme_testA/sub0589_09/00234.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00109.jpg
sub0589,sub0589_10,0,64,133,dfme_testA/sub0589_10/00000.png,dfme_testA/sub0589_10/00064.png,dfme_testA/sub0589_10/00133.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00110.jpg
sub0589,sub0589_11,0,77,159,dfme_testA/sub0589_11/00000.png,dfme_testA/sub0589_11/00077.png,dfme_testA/sub0589_11/00159.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00111.jpg
sub0589,sub0589_12,0,100,205,dfme_testA/sub0589_12/00000.png,dfme_testA/sub0589_12/00100.png,dfme_testA/sub0589_12/00205.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00112.jpg
sub0589,sub0589_13,0,98,201,dfme_testA/sub0589_13/00000.png,dfme_testA/sub0589_13/00098.png,dfme_testA/sub0589_13/00201.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00113.jpg
sub0589,sub0589_14,0,75,154,dfme_testA/sub0589_14/00000.png,dfme_testA/sub0589_14/00075.png,dfme_testA/sub0589_14/00154.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00114.jpg
sub0589,sub0589_15,0,102,208,dfme_testA/sub0589_15/00000.png,dfme_testA/sub0589_15/00102.png,dfme_testA/sub0589_15/00208.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00115.jpg
sub0589,sub0589_16,0,76,156,dfme_testA/sub0589_16/00000.png,dfme_testA/sub0589_16/00076.png,dfme_testA/sub0589_16/00156.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00116.jpg
sub0589,sub0589_17,0,110,225,dfme_testA/sub0589_17/00000.png,dfme_testA/sub0589_17/00110.png,dfme_testA/sub0589_17/00225.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00117.jpg
sub0589,sub0589_18,0,108,221,dfme_testA/sub0589_18/00000.png,dfme_testA/sub0589_18/00108.png,dfme_testA/sub0589_18/00221.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00118.jpg
sub0589,sub0589_19,0,94,192,dfme_testA/sub0589_19/00000.png,dfme_testA/sub0589_19/00094.png,dfme_testA/sub0589_19/00192.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00119.jpg
sub0589,sub0589_20,0,120,245,dfme_testA/sub0589_20/00000.png,dfme_testA/sub0589_20/00120.png,dfme_testA/sub0589_20/00245.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00120.jpg
sub0591,sub0591_01,0,47,99,dfme_testA/sub0591_01/00000.png,dfme_testA/sub0591_01/00047.png,dfme_testA/sub0591_01/00099.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00121.jpg
sub0591,sub0591_02,0,96,196,dfme_testA/sub0591_02/00000.png,dfme_testA/sub0591_02/00096.png,dfme_testA/sub0591_02/00196.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00122.jpg
sub0593,sub0593_01,0,47,98,dfme_testA/sub0593_01/00000.png,dfme_testA/sub0593_01/00047.png,dfme_testA/sub0593_01/00098.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00123.jpg
sub0593,sub0593_02,0,111,226,dfme_testA/sub0593_02/00000.png,dfme_testA/sub0593_02/00111.png,dfme_testA/sub0593_02/00226.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00124.jpg
sub0593,sub0593_03,0,74,152,dfme_testA/sub0593_03/00000.png,dfme_testA/sub0593_03/00074.png,dfme_testA/sub0593_03/00152.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00125.jpg
sub0593,sub0593_04,20,130,245,dfme_testA/sub0593_04/00020.png,dfme_testA/sub0593_04/00130.png,dfme_testA/sub0593_04/00245.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00126.jpg
sub0593,sub0593_05,20,123,231,dfme_testA/sub0593_05/00020.png,dfme_testA/sub0593_05/00123.png,dfme_testA/sub0593_05/00231.png,optical_flow/dfme_testA/apex/dfme_testA_apex_00127.jpg
